product_id,product_name,category,price,discount_percentage,rating,rating_count,review_title,discounted_price,img_link,product_link,general_cat,category_numerical
B097C564GC,"rts [2 Pack] Mini USB C Type C Adapter Plug,",Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,59.99,0.94,4.3,4426,"Tiny helping hand,Good product,As a whole good product,It works,Used ,as of now satisfied with the product,beep sound while connected,Good product,USB to C adopter",3.53,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/3172BJyynBS._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/rts-Adapter-Charging-Converter-compatible/dp/B097C564GC/ref=sr_1_121?qid=1672903001&s=computers&sr=1-121,Accessories&Peripherals,1
B094DQWV9B,Kanget [2 Pack] Type C Female to USB A Male,Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,4.79,0.63,4,1540,"Good and does it’s work,Nice product working absolutely fine,Good,Good product,Value for Money,Okay overall,Value for money..,Good product for i phone users",1.79,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51JIngdPfEL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Kanget-Female-Adapter-Standard-Interface/dp/B094DQWV9B/ref=sr_1_171?qid=1672903004&s=computers&sr=1-171,Accessories&Peripherals,1
B009LJ2BXA,Hp Wired On Ear Headphones With Mic With 3.5 Mm,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCHeadsets,11.99,0.35,3.5,7222,"Headset,Overall a good product. Sound quality and mic quality is quite satisfactory,An ordinary headphone, though its from HP,hp headphone,Sound quality is good.,It’s okay,It is Good product,Issuebin incomming voice",7.79,https://m.media-amazon.com/images/I/31eE6slx4EL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HP-B4B09PA-Headphones-with-Mic/dp/B009LJ2BXA/ref=sr_1_361?qid=1672903013&s=computers&sr=1-361,Accessories&Peripherals,1
B08SCCG9D4,JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones,24,0.53,3.9,14969,"It's just good !,Good for WFH,Works according to needs,Great product for beginners,Good for beginners,Very nice product,Ambiance sound capture,JBL mic is best for Biginaers",11.39,https://m.media-amazon.com/images/I/41U9-x0JGPL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/JBL-Commercial-Omnidirectional-Microphone-Recording/dp/B08SCCG9D4/ref=sr_1_179?qid=1672903004&s=computers&sr=1-179,Accessories&Peripherals,1
B08HD7JQHX,HUMBLE Dynamic Lapel Collar Mic Voice Recording Filter Microphone for,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones,5.99,0.6,3.3,2804,"No TRRS to TRS converter in the box,Not suitable for DSLR camera,Good for beginners,OK,Don't buy,For beginners it's good,Average product,It is a good and useful mic for YouTube content maker",2.39,https://m.media-amazon.com/images/I/41T3Z43M4yL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HUMBLE-Dynamic-Recording-Microphone-SmartPhones/dp/B08HD7JQHX/ref=sr_1_205?qid=1672903005&s=computers&sr=1-205,Accessories&Peripherals,1
B08K9PX15C,Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCSpeakers,17.99,0.43,4,7352,"Nice product from Zebronics... Using for laptop,Gr8 product need more sound quality,Sound,Best Product 👍,Sound bass,Value for money. Wired and aux quality is poor,Compact speakers for PC/Laptop,Worthy for our money",10.19,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31ikDjsSOML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Zebronics-Wonderbar-Powered-Computer-Speaker/dp/B08K9PX15C/ref=sr_1_285?qid=1672903008&s=computers&sr=1-285,Accessories&Peripherals,1
B08SBH499M,ZEBRONICS Zeb-Warrior II 10 watts 2.0 Multimedia Speaker with RGB,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCSpeakers,15.6,0.5,4.1,5195,"A beautiful experience in your budget. The volume controller was new for me but it works as a charm.,USB speakers,Nice for the price,Worth the money,Good product,No disable light feature,Please improve sound quality and more,Better at Price",7.79,https://m.media-amazon.com/images/I/41cUmIYRfVL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/ZEBRONICS-Zeb-Warrior-Speaker-Laptops-Desktop/dp/B08SBH499M/ref=sr_1_394?qid=1672903014&s=computers&sr=1-394,Accessories&Peripherals,1
B008QS9J6Y,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling,",Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|Webcams&VoIPEquipment|Webcams,31.14,0.23,4.3,20398,"Amazing Product!,Good product at in this range.,Thik thak photo aa jata hai.,Good product,Review,Nice hd webcam,Not all of Logitech's products are excellent.,Decent buy for the price.",23.88,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/316Q0fvU+2L._SY300_SX300_.jpg,https://www.amazon.in/Logitech-C270-HD-Webcam-Black/dp/B008QS9J6Y/ref=sr_1_230?qid=1672903006&s=computers&sr=1-230,Accessories&Peripherals,1
B09P22HXH6,Lenovo 300 FHD Webcam with Full Stereo Dual Built-in mics,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|Webcams&VoIPEquipment|Webcams,65.88,0.66,4.1,10976,"Nice product ..,Lenovo 300 camera,Very nice in the pricecrange and in budget.,Not able to connect with android TV , can you please help me out.,Good for 4 group calling fot have focusing function,Good one..,Amazing,Good product",22.68,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31psvbJkfOL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Lenovo-Megapixel-Ultra-Wide-Rotation-Plug-n-Play/dp/B09P22HXH6/ref=sr_1_323?qid=1672903011&s=computers&sr=1-323,Accessories&Peripherals,1
B085HY1DGR,Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,11.99,0.9,4,1396,"Nice and soft product,IN PICTURE SHOWS AS 16 NOS BUT IN COVER ONLY 8 NOS,Usefull! Bought 3 packs in Rs 99 each containing 4 pieces,Quality Product at affordable price,It helps to hold the joints. But not from the USB level,Very third grade quality,Only two packs came,Cool Product",1.19,https://m.media-amazon.com/images/I/41nf9n-v3pL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Sounce-Charger-Protector-Charging-Protective/dp/B085HY1DGR/ref=sr_1_76?qid=1672895770&s=electronics&sr=1-76,Accessories&Peripherals,1
B08W56G1K9,LAPSTER Spiral Charger Spiral Charger Cable Protectors for Wires Data,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,11.99,0.9,4.1,8751,"Value for money but,functional,Good,Very easy to use,Good,Good product,Good,Cable protector",1.19,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41oSVnJMFKL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LAPSTER-Charger-Protectors-Charging-Protective/dp/B08W56G1K9/ref=sr_1_19?qid=1672902995&s=computers&sr=1-19,Accessories&Peripherals,1
B085HY1DGR,Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,11.99,0.9,4,1396,"Nice and soft product,IN PICTURE SHOWS AS 16 NOS BUT IN COVER ONLY 8 NOS,Usefull! Bought 3 packs in Rs 99 each containing 4 pieces,Quality Product at affordable price,It helps to hold the joints. But not from the USB level,Very third grade quality,Only two packs came,Cool Product",1.19,https://m.media-amazon.com/images/I/41nf9n-v3pL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Sounce-Charger-Protector-Charging-Protective/dp/B085HY1DGR/ref=sr_1_64?qid=1672902997&s=computers&sr=1-64,Accessories&Peripherals,1
B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|DVICables,13.2,0.55,4.4,25177,"Awsome quality,Nice item,Better Display Port Cable,Works! GTX1650 Super, DELL 2520D (MST),Value for money,Not Vesa certified cable.,YOU CAN BUY IT UNDOUBTEDLY.,Check Display settings as soon as you install this cable.",5.99,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41AcG6PavXL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Feet-DisplayPort-Cable/dp/B01J8S6X2I/ref=sr_1_252?qid=1672909136&s=electronics&sr=1-252,Accessories&Peripherals,1
B00GZLB57U,Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|EthernetCables,8.39,0.66,4.4,8372,"Good product,4 star overall,Good, nice worth it,Good cable,Good product,Reasonable price, good quality.,amazing,PERFECT!!",2.86,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31AQqe9fbJL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Quantum-Ethernet-Patch-Straight-Category/dp/B00GZLB57U/ref=sr_1_202?qid=1672903005&s=computers&sr=1-202,Accessories&Peripherals,1
B01DGVKBC6,"FEDUS Cat6 Ethernet Cable, 10 Meter High Speed 550MHZ /",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|EthernetCables,5.99,0.42,4.4,8076,"Very good performance,It's been more than a month and it's been working good till now,good quality,Good,Nice one,Excellent,Cable outer surface is oily based,Genuine and good cable👍",3.44,https://m.media-amazon.com/images/I/51jNo4QNTNL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Technotech-Ethernet-Network-Patch-Cable/dp/B01DGVKBC6/ref=sr_1_270?qid=1672903008&s=computers&sr=1-270,Accessories&Peripherals,1
B09F3PDDRF,Lapster USB 3.0 sata Cable for 2.5 inch SSD and,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|SATACables,11.99,0.65,3.9,817,"Compatible with laptop SSD,Good to connect say SSD or SATA drives to computer via USB,You get what you pay,Working good,Nice product,Works, But Very Flimsy,Its working fine with old Seagate hard disk,Not Bad!",4.19,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41FrpTwOndL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LAPSTER-SATA-CABLE-LAPTOP-DESKTOP/dp/B09F3PDDRF/ref=sr_1_353?qid=1672903012&s=computers&sr=1-353,Accessories&Peripherals,1
B07JW9H4J1,Wayona Nylon Braided USB to Lightning Fast Charging and Data,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,13.19,0.64,4.2,24269,"Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good",4.79,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51UsScvHQNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Braided-WN3LG1-Syncing-Charging/dp/B07JW9H4J1/ref=sr_1_1?qid=1672909124&s=electronics&sr=1-1,Accessories&Peripherals,1
B098NS6PVG,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.19,0.43,4,43994,"A Good Braided Cable for Your Type C Device,Good quality product from ambrane,Super cable,As,Good quality,Good product,its good,Good quality for the price but one issue with my unit",2.39,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31zOsqQOAOL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Cable/dp/B098NS6PVG/ref=sr_1_2?qid=1672909124&s=electronics&sr=1-2,Accessories&Peripherals,1
B096MSW6CT,Sounce Fast Phone Charging Cable & Data Sync USB Cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,22.79,0.9,3.9,7928,"Good speed for earlier versions,Good Product,Working good,Good for the price,Good,Worth for money,Working nice,it's a really nice product",2.39,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31IvNJZnmdL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Sounce-iPhone-Charging-Compatible-Devices/dp/B096MSW6CT/ref=sr_1_3?qid=1672909124&s=electronics&sr=1-3,Accessories&Peripherals,1
B08HDJ86NZ,boAt Deuce USB 300 2 in 1 Type-C & Micro,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,8.39,0.53,4.2,94363,"Good product,Good one,Nice,Really nice product,Very first time change,Good,Fine product but could be better,Very nice it's charging like jet",3.95,https://m.media-amazon.com/images/I/41V5FtEWPkL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Deuce-300-Resistant-Tangle-Free-Transmission/dp/B08HDJ86NZ/ref=sr_1_4?qid=1672909124&s=electronics&sr=1-4,Accessories&Peripherals,1
B08CF3B7N1,Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,0.61,4.2,16905,"As good as original,Decent,Good one for secondary use,Best quality,GOOD,Amazing product at a mind blowing price!,Nice Quality,Good product",1.85,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31VzNhhqifL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1080-Charging-Function/dp/B08CF3B7N1/ref=sr_1_5?qid=1672909124&s=electronics&sr=1-5,Accessories&Peripherals,1
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable,",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,12,0.85,3.9,24871,"It's pretty good,Average quality,very good and useful usb cable,Good USB cable. My experience was very good it is long lasting,Good,Nice product and useful,-,Sturdy but does not support 33w charging",1.79,https://m.media-amazon.com/images/I/31wOPjcSxlL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Solero-TB301-Charging-480Mbps-1-5-Meter/dp/B08Y1TFSP6/ref=sr_1_6?qid=1672909124&s=electronics&sr=1-6,Accessories&Peripherals,1
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,0.65,4.1,15188,"Long durable.,good,Does not charge Lenovo m8 tab,Best charging cable,good,Boat,Product was good,1.5 m का केबल मेरे लिए बहुत ही लाभदायक है ।",2.12,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41jlwEZpa5L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-Micro-USB-Tangle-Free-Transmission/dp/B08WRWPM22/ref=sr_1_8?qid=1672909124&s=electronics&sr=1-8,Accessories&Peripherals,1
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3.59,0.23,4.3,30411,"Worth for money - suitable for Android auto,Good Product,Length,Nice,Original,Very good quay Cable support fast charging.,Original MI cable for charging upto 33 watt,I am veri happy with this product as it provide turbo charging.",2.75,https://m.media-amazon.com/images/I/31XO-wfGGGL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/MI-MTCY001IN-USB-Type-C-Cable/dp/B08DDRGWTJ/ref=sr_1_9?qid=1672909124&s=electronics&sr=1-9,Accessories&Peripherals,1
B082LZGK39,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3.59,0.33,4,43994,"A Good Braided Cable for Your Type C Device,Good quality product from ambrane,Super cable,As,Good quality,Good product,its good,Good quality for the price but one issue with my unit",2.39,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31kj3q4SepL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Android/dp/B082LZGK39/ref=sr_1_11?qid=1672909124&s=electronics&sr=1-11,Accessories&Peripherals,1
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.07,0.55,4.3,13391,"Good for fast charge but not for data transfer,Good cable compares to local the brand.,good but doesnt last,Good product,Good Product,Good and worth it,very good material quality charging speed is 15 watt,Not a fast charger",1.85,https://m.media-amazon.com/images/I/31dJ+lXJq3L._SY300_SX300_.jpg,https://www.amazon.in/Portronics-POR-1081-Charging-1-2Meter-Function/dp/B08CF3D7QR/ref=sr_1_12?qid=1672909124&s=electronics&sr=1-12,Accessories&Peripherals,1
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,9.59,0.63,4.2,94363,"Good product,Good one,Nice,Really nice product,Very first time change,Good,Fine product but could be better,Very nice it's charging like jet",3.59,https://m.media-amazon.com/images/I/41SDfuK7L2L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Rugged-Extra-Tough-Unbreakable-Braided/dp/B0789LZTCJ/ref=sr_1_13?qid=1672909124&s=electronics&sr=1-13,Accessories&Peripherals,1
B085DTN6R2,Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,10.79,0.61,4.2,2262,"Works,Nice Product,Fast Charging as original,Good for data transfer,Average. Cost effective,Good quality,Great Product,Nice",4.2,https://m.media-amazon.com/images/I/31J6qGhAL9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-Delivery-Support-Braided/dp/B085DTN6R2/ref=sr_1_15?qid=1672909124&s=electronics&sr=1-15,Accessories&Peripherals,1
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,0.6,4.1,4768,"Great but,Worked well for 6 six months that’s it,Compatible with Apple iPad 2nd generation and charging very well.,CABLE,The product is good but the phone gets disconnected at multiple occasions.,Not a fast charging cable,Good item. Value,Amazing product and value for money",1.91,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41R08zLK69L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1401-Charging-Function/dp/B09KLVMZ3B/ref=sr_1_16?qid=1672909124&s=electronics&sr=1-16,Accessories&Peripherals,1
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,0.13,4.4,18757,"Good product,using this product 8months It is done  I have not faced any problem so far, its build quality best,I really liked this one.,Very strong and support fast charging ,,Nice cable,Best data cable charging fast,Good job,Good but need some improvement",4.19,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31gaP7qpBNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Mi-Braided-USB-Type-C-Cable/dp/B083342NKJ/ref=sr_1_17?qid=1672909124&s=electronics&sr=1-17,Accessories&Peripherals,1
B082LSVT4B,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,0.38,4,43994,"A Good Braided Cable for Your Type C Device,Good quality product from ambrane,Super cable,As,Good quality,Good product,its good,Good quality for the price but one issue with my unit",2.99,https://m.media-amazon.com/images/I/41d84o5-M-L._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Cable/dp/B082LSVT4B/ref=sr_1_19?qid=1672909124&s=electronics&sr=1-19,Accessories&Peripherals,1
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,0.6,4.1,13045,"Good for charging and Data transfer,ਮਜ਼ਬੂਤ,Good Quality but less Power Delivery,Fantastic!,Good,Not useful,Doesn't fit properly,Can't support Oppo mobile for fast charging",2.39,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41xwPQLxTML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-A325-Tangle-Free-Charging-Transmission/dp/B08WRBG3XW/ref=sr_1_20?qid=1672909124&s=electronics&sr=1-20,Accessories&Peripherals,1
B09C6HXFC1,Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,21.59,0.46,4.5,815,"Good cable for car,Good substitute for orginal,Better Value for money Product,Way better than the original,Absolutely amazing.,Namm hi kafi hai,Very good,As the names say Durable cell it a durable cable ;-)",11.64,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41TZJiPRRwL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DURACELL-Lightning-Certified-braided-Devices/dp/B09C6HXFC1/ref=sr_1_22?qid=1672909124&s=electronics&sr=1-22,Accessories&Peripherals,1
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2.39,0.7,4,9378,"Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.",0.71,https://m.media-amazon.com/images/I/31qGpf8uzuL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Flix-Micro-Cable-Smartphone-Black/dp/B09NHVCHS9/ref=sr_1_25?qid=1672909125&s=electronics&sr=1-25,Accessories&Peripherals,1
B094JNXNPV,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,0.25,4,2766,"Ok cable,three pin with hybrid wire,Sturdy,Nice,Good.,So good,CarPlay Not supported,पैसा वसूल 🙂",3.59,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41GeM83DzzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Multipurpose/dp/B094JNXNPV/ref=sr_1_31?qid=1672909125&s=electronics&sr=1-31,Accessories&Peripherals,1
B09W5XR9RT,Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,23.99,0.51,4.4,184,"Very good product.,Using as a spare cable in car,Sturdy, Durable, Fast Charging!,Good brand,It’s like original apple cable,One of the best wire ..,Super well build. Quality product worth the money,Good product",11.64,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/4177nw8okbL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Duracell-Lightning-Certified-Braided-Charging/dp/B09W5XR9RT/ref=sr_1_32?qid=1672909125&s=electronics&sr=1-32,Accessories&Peripherals,1
B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable,",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,11.99,0.7,4.3,20850,"Just buy it dont even 2nd guess it,Quality is good,Nylon braided quiet sturdy,Amazing,Feels like steel harnessed wire - strong,Sturdy and durable. Useful for charging Power Banks,good,Nice quality",3.59,https://m.media-amazon.com/images/I/41jk4zYjTsL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/A400-Type-C-Cable-Meter-Black/dp/B077Z65HSD/ref=sr_1_33?qid=1672909125&s=electronics&sr=1-33,Accessories&Peripherals,1
B00NH11PEY,AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,9,0.73,4.5,74976,"Nice,good,Paisa vassol,Sturdy and long.,Good for the price and great quality.,Works as expected,Good,Good",2.39,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Fqm0bR7PL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Extension-Cable-Male-Female/dp/B00NH11PEY/ref=sr_1_34?qid=1672909125&s=electronics&sr=1-34,Accessories&Peripherals,1
B09CMM3VGK,Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,0.64,4,1934,"Good product,Good for charging, bad for data transfer,Wait  to get mexmum discount.,The cable quality is best and charging pin is at right position to stand 👍🏻,So far super,Good,Good but issues with design,Maine ₹99 me liya hai offer me or ye worth hai.",2.15,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41cCZ5EPnvL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Charging-Unbreakable-Braided-Connector/dp/B09CMM3VGK/ref=sr_1_35?qid=1672909125&s=electronics&sr=1-35,Accessories&Peripherals,1
B08QSC1XY8,Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,13.19,0.65,4.3,974,"Great Cable, Charging Speeds Could Be Better,Good,A good cable.,One of the best type c cable,Works as intended.,A good buy. The extra length helps a lot.,Good,Ok",4.67,https://m.media-amazon.com/images/I/419QKVTxaSL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Charging-Braided-Charger-Samsung-Galaxy/dp/B08QSC1XY8/ref=sr_1_36?qid=1672909125&s=electronics&sr=1-36,Accessories&Peripherals,1
B008FWZGSG,Samsung Original Type C to C Cable - 3.28 Feet,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,7.19,0,4.3,355,"Good,Genuine product,Not first charge this cabil,,Nice cable but known durability,Got a used type c to c cable and the xable was damaged,The product is Genuine and Good,Abdul kadir,Good",7.19,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/11ICusapw3L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Samsung-Original-Type-Cable-Meter/dp/B008FWZGSG/ref=sr_1_37?qid=1672909125&s=electronics&sr=1-37,Accessories&Peripherals,1
B0B4HJNPV4,pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,11.99,0.8,3.9,1075,"The metal pin is losing it's strength,Sahi h bs 44 rupe ki and dilivery charge 40,Good Charging cable,Good sturdy micro usb cable with good charging speeds,Cheapest micro USB cable in the market,boat is better than this,I bought this for 199rs best charging cable for all mobiles,Good",2.39,https://m.media-amazon.com/images/I/41wN7jooz0L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/pTron-3-5Amps-Charging-480Mbps-Smartphones/dp/B0B4HJNPV4/ref=sr_1_38?qid=1672909125&s=electronics&sr=1-38,Accessories&Peripherals,1
B08Y1SJVV5,"pTron Solero MB301 3A Micro USB Data & Charging Cable,",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,8,0.85,3.9,24871,"It's pretty good,Average quality,very good and useful usb cable,Good USB cable. My experience was very good it is long lasting,Good,Nice product and useful,-,Sturdy but does not support 33w charging",1.19,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31ew3okQR2L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Solero-MB301-Charging-480Mbps-1-5-Meter/dp/B08Y1SJVV5/ref=sr_1_39?qid=1672909125&s=electronics&sr=1-39,Accessories&Peripherals,1
